model-1584995025, 1584995082.763, 0.61, 0.2217,0.69, 0.2187
model-1584995025, 1584995082.995, 0.63, 0.2333,0.6, 0.222
model-1584995025, 1584995083.228, 0.59, 0.2299,0.62, 0.2311
model-1584995025, 1584995083.461, 0.54, 0.2654,0.64, 0.2203
model-1584995025, 1584995083.689, 0.62, 0.2169,0.7, 0.2029
model-1584995025, 1584995083.921, 0.61, 0.2305,0.59, 0.2266
model-1584995025, 1584995084.157, 0.69, 0.2122,0.73, 0.2019
model-1584995025, 1584995084.391, 0.63, 0.2209,0.71, 0.1922
model-1584995025, 1584995084.618, 0.64, 0.2192,0.64, 0.2083
model-1584995025, 1584995084.844, 0.73, 0.2048,0.58, 0.2415
model-1584995025, 1584995085.076, 0.59, 0.2299,0.63, 0.2173
model-1584995025, 1584995085.306, 0.68, 0.1987,0.72, 0.2081
model-1584995025, 1584995085.536, 0.67, 0.1933,0.53, 0.2508
model-1584995025, 1584995085.765, 0.65, 0.2286,0.61, 0.2263
model-1584995025, 1584995085.995, 0.62, 0.2306,0.61, 0.2415
model-1584995025, 1584995086.225, 0.55, 0.2424,0.71, 0.1962
model-1584995025, 1584995086.459, 0.67, 0.2026,0.7, 0.2036
model-1584995025, 1584995086.691, 0.57, 0.2501,0.64, 0.2351
model-1584995025, 1584995086.92, 0.67, 0.2081,0.68, 0.197
model-1584995025, 1584995087.155, 0.59, 0.2553,0.71, 0.1867
model-1584995025, 1584995087.387, 0.63, 0.2358,0.57, 0.2231
model-1584995025, 1584995087.622, 0.61, 0.2318,0.63, 0.2306
model-1584995025, 1584995087.851, 0.66, 0.228,0.69, 0.2128
model-1584995025, 1584995088.083, 0.61, 0.2331,0.56, 0.2536
model-1584995025, 1584995088.313, 0.6, 0.2172,0.61, 0.2259
model-1584995025, 1584995088.545, 0.67, 0.2183,0.5, 0.2511
model-1584995025, 1584995088.78, 0.63, 0.2238,0.6, 0.2322
model-1584995025, 1584995089.01, 0.57, 0.2334,0.68, 0.2246
model-1584995025, 1584995089.241, 0.65, 0.2238,0.67, 0.2158
model-1584995025, 1584995089.47, 0.62, 0.2225,0.61, 0.2254
model-1584995025, 1584995089.71, 0.66, 0.2174,0.55, 0.2435
model-1584995025, 1584995089.939, 0.63, 0.2232,0.49, 0.2389
model-1584995025, 1584995090.17, 0.61, 0.2444,0.62, 0.2134
model-1584995025, 1584995090.407, 0.63, 0.2191,0.67, 0.2045
model-1584995025, 1584995090.636, 0.61, 0.2251,0.63, 0.2224
model-1584995025, 1584995090.87, 0.64, 0.2193,0.66, 0.2112
model-1584995025, 1584995091.101, 0.73, 0.2024,0.65, 0.2232
model-1584995025, 1584995091.338, 0.58, 0.2338,0.58, 0.2441
model-1584995025, 1584995091.568, 0.59, 0.2334,0.6, 0.2282
model-1584995025, 1584995091.801, 0.6, 0.2239,0.66, 0.2067
model-1584995025, 1584995092.034, 0.62, 0.2241,0.68, 0.2126
model-1584995025, 1584995092.272, 0.59, 0.2357,0.71, 0.2048
model-1584995025, 1584995092.499, 0.56, 0.2236,0.57, 0.2474
model-1584995025, 1584995092.734, 0.55, 0.2439,0.63, 0.2128
model-1584995025, 1584995092.965, 0.6, 0.2367,0.67, 0.2182
model-1584995025, 1584995093.196, 0.6, 0.222,0.71, 0.1971
model-1584995025, 1584995093.422, 0.59, 0.2267,0.64, 0.2122
model-1584995025, 1584995093.654, 0.61, 0.2207,0.7, 0.2168
model-1584995025, 1584995093.888, 0.66, 0.223,0.53, 0.2381
model-1584995025, 1584995094.13, 0.69, 0.2166,0.61, 0.2281
model-1584995025, 1584995094.357, 0.67, 0.2108,0.67, 0.2098
model-1584995025, 1584995094.592, 0.58, 0.2288,0.7, 0.2089
model-1584995025, 1584995094.824, 0.74, 0.197,0.76, 0.1976
model-1584995025, 1584995095.056, 0.66, 0.2085,0.69, 0.1989
model-1584995025, 1584995095.29, 0.67, 0.2189,0.64, 0.2397
model-1584995025, 1584995095.524, 0.67, 0.2146,0.71, 0.1854
model-1584995025, 1584995095.753, 0.66, 0.2078,0.63, 0.2355
model-1584995025, 1584995095.987, 0.66, 0.1996,0.66, 0.2276
model-1584995025, 1584995096.22, 0.71, 0.1958,0.7, 0.2044
model-1584995025, 1584995096.49, 0.68, 0.2085,0.68, 0.2079
model-1584995025, 1584995096.721, 0.66, 0.2026,0.75, 0.196
model-1584995025, 1584995096.98, 0.67, 0.1933,0.7, 0.2113
model-1584995025, 1584995097.222, 0.69, 0.2131,0.66, 0.231
model-1584995025, 1584995097.469, 0.63, 0.2343,0.61, 0.2386
model-1584995025, 1584995097.695, 0.54, 0.2722,0.63, 0.2208
model-1584995025, 1584995098.017, 0.59, 0.2262,0.65, 0.2227
model-1584995025, 1584995098.486, 0.62, 0.2227,0.65, 0.2243
model-1584995025, 1584995098.801, 0.73, 0.184,0.53, 0.2469
model-1584995025, 1584995099.144, 0.53, 0.2519,0.63, 0.2066
model-1584995025, 1584995099.453, 0.65, 0.2103,0.66, 0.2202
model-1584995025, 1584995099.729, 0.52, 0.2591,0.69, 0.1948
model-1584995025, 1584995099.983, 0.63, 0.226,0.67, 0.2099
model-1584995025, 1584995100.259, 0.75, 0.1928,0.67, 0.2021
model-1584995025, 1584995100.519, 0.63, 0.2089,0.62, 0.2146
model-1584995025, 1584995100.783, 0.57, 0.2324,0.55, 0.2459
model-1584995025, 1584995101.022, 0.59, 0.2344,0.59, 0.2349
model-1584995025, 1584995101.259, 0.68, 0.2057,0.74, 0.1902
model-1584995025, 1584995101.502, 0.58, 0.2307,0.68, 0.2081
model-1584995025, 1584995101.751, 0.74, 0.2027,0.63, 0.2129
model-1584995025, 1584995101.994, 0.75, 0.2047,0.7, 0.2022
model-1584995025, 1584995102.234, 0.65, 0.2333,0.71, 0.1901
model-1584995025, 1584995102.474, 0.58, 0.2362,0.69, 0.2229
model-1584995025, 1584995102.713, 0.66, 0.2074,0.72, 0.2144
model-1584995025, 1584995102.95, 0.64, 0.2195,0.66, 0.2209
model-1584995025, 1584995103.191, 0.66, 0.2079,0.76, 0.1777
model-1584995025, 1584995103.432, 0.73, 0.2042,0.61, 0.214
model-1584995025, 1584995103.672, 0.59, 0.2382,0.71, 0.1958
model-1584995025, 1584995103.908, 0.72, 0.2092,0.72, 0.194
model-1584995025, 1584995104.154, 0.63, 0.2313,0.6, 0.2114
model-1584995025, 1584995104.395, 0.65, 0.215,0.7, 0.2071
model-1584995025, 1584995104.633, 0.66, 0.2161,0.66, 0.2205
model-1584995025, 1584995104.88, 0.61, 0.2392,0.71, 0.2102
model-1584995025, 1584995105.122, 0.6, 0.2409,0.69, 0.1966
model-1584995025, 1584995105.365, 0.68, 0.2162,0.7, 0.2015
model-1584995025, 1584995105.606, 0.64, 0.2197,0.75, 0.1912
model-1584995025, 1584995105.847, 0.65, 0.2149,0.71, 0.2017
model-1584995025, 1584995106.088, 0.62, 0.2156,0.64, 0.2093
model-1584995025, 1584995106.342, 0.59, 0.2192,0.68, 0.202
model-1584995025, 1584995106.579, 0.63, 0.2107,0.63, 0.2119
model-1584995025, 1584995106.812, 0.68, 0.2069,0.72, 0.2037
model-1584995025, 1584995107.049, 0.72, 0.1964,0.65, 0.2274
model-1584995025, 1584995107.286, 0.68, 0.2112,0.74, 0.1888
model-1584995025, 1584995107.543, 0.72, 0.1975,0.7, 0.2184
model-1584995025, 1584995107.779, 0.67, 0.2161,0.61, 0.214
model-1584995025, 1584995108.011, 0.69, 0.2047,0.63, 0.2262
model-1584995025, 1584995108.247, 0.66, 0.2099,0.64, 0.2045
model-1584995025, 1584995108.492, 0.66, 0.2152,0.66, 0.1977
model-1584995025, 1584995108.726, 0.72, 0.1935,0.66, 0.2034
model-1584995025, 1584995108.959, 0.63, 0.2291,0.66, 0.2018
model-1584995025, 1584995109.194, 0.68, 0.198,0.66, 0.2144
model-1584995025, 1584995109.428, 0.64, 0.2291,0.65, 0.2222
model-1584995025, 1584995109.661, 0.69, 0.1979,0.76, 0.1826
model-1584995025, 1584995109.9, 0.67, 0.2027,0.63, 0.2145
model-1584995025, 1584995110.137, 0.69, 0.1885,0.74, 0.1854
model-1584995025, 1584995110.378, 0.65, 0.2187,0.74, 0.1984
model-1584995025, 1584995110.612, 0.56, 0.2257,0.61, 0.2286
model-1584995025, 1584995110.842, 0.72, 0.177,0.61, 0.225
model-1584995025, 1584995111.077, 0.66, 0.2079,0.65, 0.2229
model-1584995025, 1584995111.306, 0.61, 0.2525,0.63, 0.2223
model-1584995025, 1584995111.541, 0.69, 0.2159,0.8, 0.1692
model-1584995025, 1584995111.775, 0.64, 0.2311,0.69, 0.2067
model-1584995025, 1584995112.008, 0.76, 0.1829,0.63, 0.2307
model-1584995025, 1584995112.244, 0.61, 0.2476,0.59, 0.2334
model-1584995025, 1584995112.488, 0.6, 0.2353,0.63, 0.2184
model-1584995025, 1584995112.721, 0.6, 0.2393,0.59, 0.2638
model-1584995025, 1584995112.952, 0.55, 0.2512,0.66, 0.2305
model-1584995025, 1584995113.19, 0.66, 0.2051,0.62, 0.2103
model-1584995025, 1584995113.426, 0.64, 0.2212,0.71, 0.1988
model-1584995025, 1584995113.672, 0.72, 0.2079,0.73, 0.1987
model-1584995025, 1584995113.909, 0.69, 0.2014,0.68, 0.2149
model-1584995025, 1584995114.18, 0.71, 0.205,0.64, 0.225
model-1584995025, 1584995114.44, 0.67, 0.2285,0.62, 0.2368
model-1584995025, 1584995114.683, 0.65, 0.2214,0.68, 0.2022
model-1584995025, 1584995114.924, 0.72, 0.1968,0.69, 0.2023
model-1584995025, 1584995115.176, 0.71, 0.1992,0.67, 0.2106
model-1584995025, 1584995115.43, 0.68, 0.2115,0.59, 0.2487
model-1584995025, 1584995115.693, 0.61, 0.2323,0.56, 0.2453
model-1584995025, 1584995115.942, 0.68, 0.213,0.72, 0.1978
model-1584995025, 1584995116.184, 0.58, 0.2364,0.69, 0.2147
model-1584995025, 1584995116.429, 0.56, 0.2472,0.71, 0.2061
model-1584995025, 1584995116.669, 0.58, 0.2333,0.73, 0.1973
model-1584995025, 1584995116.935, 0.66, 0.2073,0.69, 0.2051
model-1584995025, 1584995117.179, 0.64, 0.232,0.66, 0.2106
model-1584995025, 1584995117.415, 0.64, 0.2196,0.63, 0.2204
model-1584995025, 1584995117.657, 0.67, 0.2286,0.69, 0.209
model-1584995025, 1584995117.894, 0.71, 0.2173,0.69, 0.199
model-1584995025, 1584995118.128, 0.71, 0.2069,0.64, 0.2138
model-1584995025, 1584995118.367, 0.72, 0.2039,0.72, 0.19
model-1584995025, 1584995118.6, 0.62, 0.2297,0.75, 0.1842
